CO_PROVA;CO_POSICAO;enunciado;alternativa_A;alternativa_B;alternativa_C;alternativa_D;alternativa_E;gabarito;TP_LINGUA;NU_PARAM_B
1383;73;As capas dos folhetos de cordel, já então ilustradas por postais fotográficos, desenhos ou fotogramas de filmes, demoravam mais de uma semana para serem transformadas em clichês em Recife ou Fortaleza, o que levou a que santeiros e artesãos locais fossem requisitados para cortar na umburana — madeira preferida para o taco xilográfico pela facilidade do talhe e abundância — princesas, dragões, cangaceiros. CARVALHO, G. Xilogravura: os percursos da criação popular. Revista do Instituto de Estudos Brasileiros, n. 39, 1986 (adaptado). No início do século XX, a incorporação da técnica de produção descrita no texto promoveu uma renovação da;manifestação jornalística.;narrativa literária.;indústria regional.;estética editorial.;cultura erudita.;D;;271266,00
1383;74;O Círio de Nazaré é uma festa que ocorre, anualmente, na cidade de Belém do Pará, no segundo domingo do mês de outubro. Sua estrutura ritualística tem origem no catolicismo devocional que surge em Portugal por volta do século XV. Até 1789, a festa em louvor a Nossa Senhora de Nazaré, em Belém, era marcada pelas ladainhas e novenas. Em 1790, a Igreja Católica autorizou a realização da festa em homenagem à Virgem. A primeira procissão ocorreu em 1793. Existindo há mais de duzentos anos, a Festa congrega um extenso mosaico de elementos integrados em diferentes planos e graus de intensidade. ALMEIDA, I. M. A. Revisitando o Círio de Nazaré a partir da lente sociológica de Eldorfe Moreira . Boletim do Museu Paraense Emílio Goeldi , n. 3, set.-dez. 2015 (adaptado). O reconhecimento da festa descrita no texto, como patrimônio histórico, encontra sustentação no(a);instituição de políticas públicas de âmbito local.;registro de bens culturais de natureza imaterial.;tombamento de sítios arqueológicos de propriedade privada.;salvaguarda de elementos sacros de expressão regional.;categorização de manifestações cristãs de caráter oficial.;B;;143691,00
1383;75;"Os salões permitiam aos escritores da época do Iluminismo adentrar no universo dos poderosos. Figuras como as de Voltaire e Duclos exortavam seus ""irmãos"" a aproveitarem da mobilidade que era oferecida pela ordem social do Antigo Regime, juntando-se à elite. Nos últimos decênios do Ancien Régime, ele foi se tornando cada vez mais o reduto dos filósofos do Alto Iluminismo, que deixavam os cafés para os tipos inferiores de literário. Com efeito, os cafés se constituíram na antítese lógica dos salões. Eles eram abertos a todos, a um passo da rua. Como é possível constatar, salões e cafés constituem interessantes instituições do espaço público literário através das quais é possível vislumbrar as bases sociais nas quais se assentavam o Alto e o Baixo Iluminismo. HABERMAS, J. Mudança estrutural da esfera pública: investigações quanto a uma categoria da sociedade burguesa . Rio de Janeiro: Tempo Brasileiro, 1984 (adaptado). No período iluminista, os espaços sociais mencionados contribuíram para";segregar pensadores e aumentar a circulação de ideias.;apoiar revolucionários e perseguir a nobreza local.;rejeitar poetisas e proibir a entrada de mulheres.;censurar cronistas e coibir o patrocínio editorial.;integrar artistas e ampliar o comércio urbano.;A;;0.20527
1383;76;"Resumamos os principais caracteres de um rizoma: diferentemente das árvores ou de suas raízes, o rizoma conecta um ponto qualquer com outro ponto qualquer e cada um de seus traços não remete necessariamente a traços de mesma natureza. Contra os sistemas centrados (e mesmo policentrados), de comunicação hierárquica e ligações preestabelecidas, o rizoma é um sistema a-centrado não hierárquico e não significante, sem general, sem memória organizadora ou autômato central, unicamente definido por uma circulação de estados. DELEUZE, G.; GUATTARI, F. Mil platôs . São Paulo: Editora 34, 1995 (adaptado). Qual elemento da cultura contemporânea se relaciona às características do conceito de rizoma, conforme descrito no texto?";Estrutura fixa.;Lógica binária.;Controle homogêneo.;Uniformidade de opiniões.;Pluralidade de interações.;E;;0.60552
1383;77;VIEIRA, A. P. L. O Departamento de Imprensa e Propaganda e a política editorial do Estado Novo (1937-1945) . Rio de Janeiro: Unirio, 2019. O que as capas da revista Travel in Brazil , publicadas entre 1941 e 1944 pelo Departamento de Imprensa e Propaganda (DIP), evidenciam?;Estereótipos da cultura nacional.;Exploração da população pobre.;Preconceitos de ordem racial.;Política de censura midiática.;Projeto de país industrial.;A;;-0.92571
1383;78;"A regra de ouro, popularmente conhecida pelo provérbio ""Trate os outros como gostaria de ser tratado"", é um dos princípios morais mais onipresentes. A noção subjacente, que apela para o senso ético mais básico, se expressa de uma forma ou de outra em praticamente todas as tradições religiosas, e poucos filósofos morais deixaram de invocar a regra ou pelo menos de tecer comentários a respeito da relação com seus próprios princípios. DUPRÉ, B. 50 grandes ideias da humanidade . São Paulo: Planeta do Brasil, 2016. O princípio ético apresentado no texto, como elemento estruturante da vida em sociedade, se traduz pela seguinte formulação teórica:";Doutrina teleológica.;Imperativo categórico.;Pensamento utilitarista.;Secularização inautêntica.;Raciocínio consequencialista.;B;;197948,00
1383;79;"O que alicerça, portanto, o acolhimento de refugiados pelos Estados gira em torno da fronteira erguida entre inclusão e exclusão, admissão e rejeição, desejáveis e indesejáveis; ao mesmo tempo, enseja vulnerabilidade, indefinição e incerteza a esses migrantes internacionais forçados. MOREIRA, J. B. Refugiados no Brasil. REMHU , n. 43, jul.-dez. 2014. A eliminação, para os refugiados, do tipo de fronteira descrita no texto necessita de políticas públicas de";planejamento familiar.;segregação territorial.;homogeneização cultural.;diferenciação étnico-racial.;integração socioeconômica.;E;;0.86547
1383;80;TEXTO I “As novelas brasileiras foram as primeiras a aparecer na TV russa ainda na época de Gorbachov, nos anos 1980. Elas causaram sensação. Houve casos anedóticos, como quando o Parlamento da Federação Russa terminou a sessão mais cedo para ver o último capítulo de Escrava Isaura ”, conta o russo Anatoli Sostanov, consultor na área de TV internacional e ex-diretor da emissora estatal russa Canal. Disponível em: www.bbc.com. Acesso em: 16 out. 2021. TEXTO II As novelas de maior impacto em Angola foram as produções brasileiras. Fizeram tanto sucesso que um mercado popular, na época era o maior a céu aberto na África, chegou a receber o nome de Roque Santeiro , novela brasileira exibida naquele país na década de 1980. A influência das produções brasileiras fez com que os angolanos conhecessem o Brasil por meio das novelas. Além de entreter, os folhetins brasileiros até hoje ditam a moda em Angola. Figurinos e acessórios de personagens se transformam em uma verdadeira febre e influenciam o comportamento. Disponível em: https://tvbrasil.ebc.com.br. Acesso em: 16 out. 2021 (adaptado). Embora situados em continentes diferentes com práticas sociais distintas, Rússia e Angola se aproximam, conforme os textos I e II, no aspecto;cultural, ao subjetivarem costumes da teledramaturgia estrangeira.;econômico, ao importarem confecções de estilistas famosos.;geográfico, ao encurtarem distâncias de caráter ideológico.;antropológico, ao adaptarem valores de povos tradicionais.;político, ao adotarem sistemas de governos democráticos.;A;;-0.46573
1383;81;No Brasil, os remanescentes de antigos quilombos, “mocambos”, “comunidades negras rurais”, “quilombos contemporâneos”, “comunidades quilombolas” ou “terras de preto” referem-se a um mesmo patrimônio territorial e cultural inestimável, que só recentemente passaram a ter atenção do Estado e ser do interesse de algumas autoridades e organismos oficiais. ANJOS, R. S. A. Cartografia e quilombos: territórios étnicos africanos no Brasil. Africana Studia , n. 9, 2007. Na esfera de ação do Estado, com a Constituição de 1988, os espaços mencionados tornaram-se objeto de;iniciativas de planejamento familiar.;projetos de reorientação religiosa.;programas de moradias sustentáveis.;políticas de inserção social.;medidas de homogeneização educacional.;D;;0.23132
1383;82;"Bertrand Russell conta a história de um peru que descobrira, em sua primeira manhã na fazenda de perus, que fora alimentado às 9 da manhã. Contudo, ele não tirou conclusões apressadas. Esperou até recolher um grande número de observações do fato de que era alimentado às 9 da manhã e fez essas observações sob uma ampla variedade de circunstâncias, às quartas e quintas-feiras, em dias quentes e dias frios, em dias chuvosos e dias secos. A cada dia acrescentava uma outra proposição de observação à sua lista. Finalmente, sua consciência ficou satisfeita e ele concluiu: ""Eu sou alimentado sempre às 9 da manhã"". CHALMERS, A. O que é ciência, afinal? São Paulo: Brasiliense, 1993 (adaptado). Qual tipo de raciocínio corresponde ao padrão de pensamento exibido pelo personagem no texto?";Prático, porque recolhe evidências e recomenda ações.;Absoluto, porque busca confirmações e bloqueia refutações.;Indutivo, porque observa eventos particulares e infere leis universais.;Demonstrativo, porque encadeia premissas e extrai conclusões indubitáveis.;Analógico, porque compara diferentes situações e detecta elementos semelhantes.;C;;216372,00
1383;83;A finalidade mais marcante em toda a história dos mapas, desde o seu início, teria sido a de estarem sempre voltados à prática, principalmente a serviço da dominação, do poder. Sempre registraram o que mais interessava a uma minoria, fato este que acabou estimulando o incessante aperfeiçoamento deles. MARTINELLI, M. Mapas da geografia e cartografia temática. São Paulo: Contexto, 2011 (adaptado). No texto, a cartografia é apresentada como um instrumento usado essencialmente para a;preservação de espaços naturais.;emancipação de sujeitos marginais.;revalorização de culturas reprimidas.;inversão de hierarquias estabelecidas.;sustentação de hegemonias territoriais.;E;;0.66579
1383;84;"TEXTO I O bufarinheiro, conhecido nas cidades por teque-teque, chama-se, nos recônditos da Amazônia, “regatão”. Em lugar de transportar nas costas o mundo de miudezas, transporta-o no bojo de uma gaiola que desloca duas, três, quatro toneladas, divididas em seções de secos e molhados e é movido por remo de faia. Cortando comunidades e matas da Amazônia por rios, dentro dessas gaiolas, riscadas de prateleiras, encontram-se os artigos mais díspares, que vão da agulha à espingarda, do lenço ao cobertor, da chita à escova de dentes. MORAES, R. Na Planície Amazônica. São Paulo: Editora Nacional, 1936 (adaptado). TEXTO II No século XIX, o comércio dos regatões era feito, então, com base em relações tecidas com quilombolas, pequenos produtores, comerciantes locais e indígenas, constituindo relação comercial alternativa ao abastecimento da população. HENRIQUE, M. C.; MORAIS, L. T. Estradas líquidas, comércio sólido: índios e regatões na Amazônia (século XIX). Rev. Hist , n. 171, jul-dez. 2014 (adaptado). Como parte do patrimônio cultural da Amazônia, o regatão foi fundamental, no século XIX, para a";organização de rotas de fuga na floresta tropical.;criação de postos de trabalho nos seringais nortistas.;divulgação de receitas de fármacos nas zonas ribeirinhas.;construção de redes de sociabilidade no interior brasileiro.;ampliação de ambientes de lazer nos territórios autóctones.;D;;107008,00
1383;85;"Era uma vez um país, uma cidade, uma praça, algumas mães... Las Madres de Plaza de Mayo! Silenciosas, com lenços brancos na cabeça, rondavam a Praça de Maio. Incansáveis, caminharam por dias, meses, anos. Foram chamadas de loucas. Em silêncio, criaram um fato político, escancararam as entranhas da repressão, desafiaram o aparato militar e suas dores ecoaram pelo mundo. Como observou Oliveira, ""à luz do dia, sob as janelas do ditador, sob chuva, sob sol, no silêncio entrecortado de gritos, faziam ouvir como que a alucinação de uma litania, que ecoou no país, na América Latina e além-mar"". Era impossível ignorá-las, estavam lá, sempre em silêncio, mas estavam lá. GONÇALVES, R. De antigas e novas loucas. Madres e Mães de Maio contra a violência de Estado. Lutas Sociais , n. 29, jul.-dez. 2012. Qual problema de âmbito nacional argentino o movimento social mencionado expôs ao mundo?";Violação dos direitos humanos.;Insegurança da juventude periférica.;Naturalização da violência doméstica.;Ampliação das desigualdades sociais.;Relativização dos princípios democráticos.;A;;118465,00
1383;86;TEXTO I Disponível em: earth.google.com. Acesso em: 13 out. 2023. TEXTO II A comparação entre as imagens de satélite indica a ocorrência de um processo de;conservação de lugares afetivos.;aumento de áreas desertificadas.;redefinição de fronteiras nacionais.;artificialização do espaço geográfico.;mudança da dinâmica macroclimática.;D;;0.08078
1383;87;"A democracia responde a esta pergunta: quem deve exercer o poder público? A resposta é: o exercício do poder público corresponde à coletividade dos cidadãos. Contudo, nessa pergunta não se fala sobre qual extensão deva ter o poder público. Trata-se somente de determinar o sujeito a quem o mando compete. A democracia propõe que mandemos todos; quer dizer, que todos intervenham nos fatos sociais. ORTEGA Y GASSET, J. apud MAIA, E. C. Mario Vargas Llosa e o indivíduo para além da tribo . Disponível em: www.estadodaarte.estadao.com.br. Acesso em: 10 out. 2021 (adaptado). O que sustenta o exercício do poder, conforme a configuração apresentada no texto escrito na década de 1920?";Soberania popular.;Divisão de classes.;Acúmulo de capital.;Defesa da propriedade.;Centralização administrativa.;A;;0.25646
1383;88;A mudança do clima nas cidades brasileiras é um desafio de adaptação e equidade. Inundações, alagamentos e ondas de calor são cada vez mais frequentes e intensas. Cidades precisam se adaptar com urgência, a começar pelas áreas e populações mais vulneráveis. Implementar soluções baseadas na natureza de forma sistêmica pode contribuir para a redução de desastres relacionados às mudanças do clima e ainda gerar múltiplos benefícios para a economia, o ambiente e as pessoas. EVERS, H. et al. Soluções baseadas na natureza para adptação em cidades . Disponível em: www.wribrasil.org.br. Acesso em: 19 out. 2023 (adaptado). Qual medida atenua os problemas abordados no texto?;Criação de faixas sinalizadoras.;Incineração de resíduos sólidos.;Implantação de parques públicos.;Verticalização de espaços centrais.;Construção de estacionamentos privados.;C;;149102,00
1383;89;"O Conselho de Segurança da Organização das Nações Unidas (ONU) é, junto com a Assembleia-Geral, um dos principais órgãos de tomada de decisão dentro da entidade. O Conselho lida com questões de segurança e paz internacionais, além de recomendar a admissão de novos membros à Assembleia-Geral e aprovar mudanças na Carta das Nações Unidas. Cinco dos quinze membros são permanentes e podem vetar resoluções, o que ocorreu 261 vezes até 2020. GOMES, L; PRETTO, N. O funcionamento do Conselho de Segurança das Nações Unidas . Disponível em: www.nexojornal.com.br Acesso em: 10 nov. 2021 (adaptado). A composição e o funcionamento do organismo internacional apresentados revelam a seguinte caracterísitica das relações internacionais entre os países-membros:";Igualdade militar.;Assimetria política.;Consenso multipolar.;Equilíbrio estratégico.;Soberania compartilhada.;B;;169903,00
1383;90;Uma fábrica na qual os operários fossem, efetiva e integralmente, simples peças de máquinas executando cegamente as ordens da direção pararia em quinze minutos. O capitalismo só pode funcionar com a contribuição constante da atividade propriamente humana de seus subjugados que, ao mesmo tempo, tenta reduzir e desumanizar o mais possível. CASTORIADIS, C. A instituição imaginária da sociedade . Rio de Janeiro: Paz e Terra, 1982. O texto apresenta uma contradição interna do capitalismo caracterizada pela;obsolescência associada ao uso da tecnologia.;orientação voltada à administração de conflitos.;alienação decorrente da organização do trabalho.;isonomia remanescente da geração de riquezas.;produtividade vinculada ao fortalecimento da autonomia.;C;;116171,00
